portfolio,order,slug,title,state,year,place,location,print-type,edition,edition-type,image,thumb,image-home,image-biz,height,width
the-american-west,8,storm-moving-over-mesa-big-water,Storm Moving Over Mesa,Arizona,2010,Big Water,Paria Wilderness,Pigment Ink,25,Limited,storm-moving-over-mesa-big-water.jpg,storm-moving-over-mesa-big-water.jpg,storm-moving-over-mesa-big-water-home.jpg,storm-moving-over-mesa-big-water-biz.jpg,1600,2400
the-american-west,3,stream-of-light-white-mountains,Stream of Light,California,2008,White Mountains,Crooked Creek,Pigment Ink,25,Limited,stream-of-light-white-mountains.jpg,stream-of-light-white-mountains.jpg,stream-of-light-white-mountains-home.jpg,stream-of-light-white-mountains-biz.jpg,1812,2400
zion-national-park,12,sunset-kinesava-zion-national-park,"Sunset, Kinesava",Utah,2011,Zion National Park,Zion Canyon,Pigment Ink,25,Limited,sunset-kinesava-zion-national-park.jpg,sunset-kinesava-zion-national-park.jpg,sunset-kinesava-zion-national-park-home.jpg,sunset-kinesava-zion-national-park-biz.jpg,1600,2400
cloud-light,4,sunset-moon-clouds-paulina-peak,"Sunset, Moon, Clouds",Oregon,2014,Newberry Volcano Monument,Paulina Peak,Pigment Ink,25,Limited,sunset-moon-clouds-paulina-peak.jpg,sunset-moon-clouds-paulina-peak.jpg,sunset-moon-clouds-paulina-peak-home.jpg,sunset-moon-clouds-paulina-peak-biz.jpg,1600,1600
cloud-light,2,clouds-kanab,Swirls,Utah,2014,Kanab,Along Hwy 89,Pigment Ink,25,Limited,clouds-kanab.jpg,clouds-kanab.jpg,clouds-kanab-home.jpg,clouds-kanab-biz.jpg,1600,1600
cloud-light,5,swooping-cloud-and-bat-zion-national-park,Swooping Cloud & Bat,Utah,2015,Zion National Park,Pine Creek,Pigment Ink,25,Limited,swooping-cloud-and-bat-zion-national-park.jpg,swooping-cloud-and-bat-zion-national-park.jpg,swooping-cloud-and-bat-zion-national-park-home.jpg,swooping-cloud-and-bat-zion-national-park-biz.jpg,1600,1600
zion-national-park-autumn,19,tapestry-in-yellow-zion-national-park,Tapestry in Yellow,Utah,2012,Zion National Park,Kolob Canyons,Pigment Ink,25,Limited,tapestry-in-yellow-zion-national-park.jpg,tapestry-in-yellow-zion-national-park.jpg,tapestry-in-yellow-zion-national-park-home.jpg,tapestry-in-yellow-zion-national-park-biz.jpg,2160,1743
icons-of-agriculture-iii,9,the-bird-that-would-not-leave-garfield,The Bird that Refused to Leave,Washington,2019,Whitman County,Garfield,Pigment Ink,25,Limited,the-bird-that-would-not-leave-garfield.jpg,the-bird-that-would-not-leave-garfield.jpg,the-bird-that-would-not-leave-garfield-home.jpg,the-bird-that-would-not-leave-garfield-biz.jpg,1600,1200
icons-of-agriculture-iii,2,the-blue-door-condon,The Blue Door,Oregon,2018,Gilliam County,Condon,Pigment Ink,25,Limited,the-blue-door-condon.jpg,the-blue-door-condon.jpg,the-blue-door-condon-home.jpg,the-blue-door-condon-biz.jpg,1600,1200
cloud-light,11,the-goddess-wire-mesa,The Goddess,Utah,2014,Rockville,Wire Mesa,Pigment Ink,25,Limited,the-goddess-wire-mesa.jpg,the-goddess-wire-mesa.jpg,the-goddess-wire-mesa-home.jpg,the-goddess-wire-mesa-biz.jpg,1600,1600
icons-of-agriculture-iii,7,the-grand-staircase-bend,The Grand Staircase,Oregon,2013,Bend,Deschutes Brewery,Pigment Ink,25,Limited,the-grand-staircase-bend.jpg,the-grand-staircase-bend.jpg,the-grand-staircase-bend-home.jpg,the-grand-staircase-bend-biz.jpg,1600,1100
zion-national-park-ancient-sands,17,three-faces-zion-national-park,Three Faces,Utah,2015,Zion National Park,Echo Canyon,Pigment Ink,25,Limited,three-faces-zion-national-park.jpg,three-faces-zion-national-park.jpg,three-faces-zion-national-park-home.jpg,three-faces-zion-national-park-biz.jpg,2160,2774
zion-national-park-autumn,11,three-maples-zion-national-park,Three Maples,Utah,2013,Zion National Park,Zion Canyon,Pigment Ink,30,Limited,three-maples-zion-national-park.jpg,three-maples-zion-national-park.jpg,three-maples-zion-national-park-home.jpg,three-maples-zion-national-park-biz.jpg,1600,1280
icons-of-agriculture-ii,4,granary-detail-cortena,Twilight,California,2019,Sacramento Valley,Cortena,Pigment Ink,25,Limited,granary-detail-cortena.jpg,granary-detail-cortena.jpg,granary-detail-cortena-home.jpg,granary-detail-cortena-biz.jpg,1600,1100
the-american-west-ii,20,twilight-cascade-sierra-nevada,Twilight Cascade,California,2011,Sierra Nevada,Sonora Pass,Pigment Ink,25,Limited,twilight-cascade-sierra-nevada.jpg,twilight-cascade-sierra-nevada.jpg,twilight-cascade-sierra-nevada-home.jpg,twilight-cascade-sierra-nevada-biz.jpg,2160,1543
the-american-west-ii,12,twilight-garrapata,"Twilight, Garrapata",California,1999,Carmel,Pacific Coast,Pigment Ink,25,Limited,twilight-garrapata.jpg,twilight-garrapata.jpg,twilight-garrapata-home.jpg,twilight-garrapata-biz.jpg,1600,1200
the-american-west-ii,10,twilight-painted-hills,"Twilight, Painted Hills",Oregon,2012,Mitchell,John Day Fossil Beds,Pigment Ink,25,Limited,twilight-painted-hills.jpg,twilight-painted-hills.jpg,twilight-painted-hills-home.jpg,twilight-painted-hills-biz.jpg,1600,2400
zion-national-park-ancient-sands,18,two-and-a-half-stones-zion-national-park,Two and a Half Stones,Utah,2014,Zion National Park,Wilderness,Pigment Ink,25,Limited,two-and-a-half-stones-zion-national-park.jpg,two-and-a-half-stones-zion-national-park.jpg,two-and-a-half-stones-zion-national-park-home.jpg,two-and-a-half-stones-zion-national-park-biz.jpg,2160,1777
the-american-west-ii,3,two-oaks-sierra-foothills,Two Oaks,California,2011,Sierra Foothills,Cathey's Valley,Pigment Ink,25,Limited,two-oaks-sierra-foothills.jpg,two-oaks-sierra-foothills.jpg,two-oaks-sierra-foothills-home.jpg,two-oaks-sierra-foothills-biz.jpg,1720,2400
zion-national-park-ancient-sands,2,two-stones-and-a-moon-zion-national-park,Two Stones and a Moon,Utah,2014,Zion National Park,Center of the Universe,Pigment Ink,30,Limited,two-stones-and-a-moon-zion-national-park.jpg,two-stones-and-a-moon-zion-national-park.jpg,two-stones-and-a-moon-zion-national-park-home.jpg,two-stones-and-a-moon-zion-national-park-biz.jpg,1600,1280
icons-of-agriculture-iii,6,cooperative-davenport,Union,Washington,2020,Lincoln County,Davenport,Pigment Ink,25,Limited,cooperative-davenport.jpg,cooperative-davenport.jpg,cooperative-davenport-home.jpg,cooperative-davenport-biz.jpg,1820,2400
icons-of-agriculture-iv,5,ventilation-palouse,Ventilation,Washington,2022,Whitman County,Palouse City,Pigment Ink,25,Limited,ventilation-palouse.jpg,ventilation-palouse.jpg,ventilation-palouse-home.jpg,ventilation-palouse-biz.jpg,1720,2400
icons-of-agriculture,8,wall-street-dufur,Wall Street,Oregon,2018,Wasco County,Dufur,Pigment Ink,25,Limited,wall-street-dufur.jpg,wall-street-dufur.jpg,wall-street-dufur-home.jpg,wall-street-dufur-biz.jpg,1600,1200
icons-of-agriculture-ii,10,warm-and-cool-ione,Warm and Cool,Oregon,2019,Morrow County,Ione,Pigment Ink,25,Limited,warm-and-cool-ione.jpg,warm-and-cool-ione.jpg,warm-and-cool-ione-home.jpg,warm-and-cool-ione-biz.jpg,1600,1100
icons-of-agriculture-iii,14,waste-bin-palouse-city,Waste Bin,Washington,2019,Whitman County,Palouse City,Pigment Ink,25,Limited,waste-bin-palouse-city.jpg,waste-bin-palouse-city.jpg,waste-bin-palouse-city-home.jpg,waste-bin-palouse-city-biz.jpg,1600,1200
zion-national-park-ancient-sands,19,water-holes-zion-national-park,Water Holes,Utah,2015,Zion National Park,Checkerboard Mesa,Pigment Ink,25,Limited,water-holes-zion-national-park.jpg,water-holes-zion-national-park.jpg,water-holes-zion-national-park-home.jpg,water-holes-zion-national-park-biz.jpg,2160,2662
zion-national-park-ancient-sands,20,water-sculpted-sand-zion-national-park,Water Sculpted Sand,Utah,2014,Zion National Park,East Side,Pigment Ink,25,Limited,water-sculpted-sand-zion-national-park.jpg,water-sculpted-sand-zion-national-park.jpg,water-sculpted-sand-zion-national-park-home.jpg,water-sculpted-sand-zion-national-park-biz.jpg,2160,2718
zion-national-park,20,waters-fall-zion-national-park,Water's Fall,Utah,2015,Zion National Park,Temple of Sinawava,Pigment Ink,25,Limited,waters-fall-zion-national-park.jpg,waters-fall-zion-national-park.jpg,waters-fall-zion-national-park-home.jpg,waters-fall-zion-national-park-biz.jpg,2160,1651
icons-of-agriculture-iii,12,weathered-pipes-macdoel,Weathered Pipes,California,2014,Siskiyou County,Macdoel,Pigment Ink,25,Limited,weathered-pipes-macdoel.jpg,weathered-pipes-macdoel.jpg,weathered-pipes-macdoel-home.jpg,weathered-pipes-macdoel-biz.jpg,1600,1200
the-american-west,9,white-river-falls-oregon,White River Falls,Oregon,2013,Central Oregon,White River,Pigment Ink,25,Limited,white-river-falls-oregon.jpg,white-river-falls-oregon.jpg,white-river-falls-oregon-home.jpg,white-river-falls-oregon-biz.jpg,1600,1280
zion-national-park,10,winter-cottonwoods-zion-national-park,Winter Cottonwoods,Utah,2016,Zion National Park,Virgin River,Pigment Ink,25,Limited,winter-cottonwoods-zion-national-park.jpg,winter-cottonwoods-zion-national-park.jpg,winter-cottonwoods-zion-national-park-home.jpg,winter-cottonwoods-zion-national-park-biz.jpg,1720,2400
the-american-west-ii,5,el-captain-meadow-yosemite-national-park,Winter Oak,California,2008,Yosemite National Park,El Capitan Meadow,Pigment Ink,25,Limited,el-captain-meadow-yosemite-national-park.jpg,el-captain-meadow-yosemite-national-park.jpg,el-captain-meadow-yosemite-national-park-home.jpg,el-captain-meadow-yosemite-national-park-biz.jpg,1720,2400
the-american-west-ii,21,winter-oak-yosemite-national-park,Winter Oak,California,2008,El Capitan Meadow,Yosemite National Park,Pigment Ink,25,Limited,winter-oak-yosemite-national-park.jpg,winter-oak-yosemite-national-park.jpg,winter-oak-yosemite-national-park-home.jpg,winter-oak-yosemite-national-park-biz.jpg,1720,2400
the-american-west,1,winter-oak-at-sunset-catheys-valley,Winter Oak at Sunset,California,2009,Sierra Foothills,Cathey's Valley,Pigment Ink,25,Limited,winter-oak-at-sunset-catheys-valley.jpg,winter-oak-at-sunset-catheys-valley.jpg,winter-oak-at-sunset-catheys-valley-home.jpg,winter-oak-at-sunset-catheys-valley-biz.jpg,1720,2400
cloud-light,6,clouds-point-lobos-sunset,Winter Sunset,California,2011,Carmel,Point Lobos State Park,Pigment Ink,25,Limited,clouds-point-lobos-sunset.jpg,clouds-point-lobos-sunset.jpg,clouds-point-lobos-sunset-home.jpg,clouds-point-lobos-sunset-biz.jpg,1600,1600
the-american-west-ii,22,workings-of-time-monument-valley,Workings of Time,Arizona,1996,Monument Valley,Monument Valley,Pigment Ink,25,Limited,workings-of-time-monument-valley.jpg,workings-of-time-monument-valley.jpg,workings-of-time-monument-valley-home.jpg,workings-of-time-monument-valley-biz.jpg,2160,1442
zion-national-park,21,yucca-zion-national-park,Yucca,Utah,2011,Zion National Park,Pine Creek,Pigment Ink,25,Limited,yucca-zion-national-park.jpg,yucca-zion-national-park.jpg,yucca-zion-national-park-home.jpg,yucca-zion-national-park-biz.jpg,2160,1724
